lead_id,first_name,last_name,email,title,created_date,lead_age_days,company_name,industry,employee_count,employee_count_bucket,annual_revenue,annual_revenue_bucket,tech_stack,hq_location,total_engagements,unique_engagement_types,last_engagement_date,target,score
769,Gina,James,grahamnicole@green-santana.info,"Engineer, maintenance (IT)",2025-04-03,74,"Wilcox, Cox and Newton",Retail,4392,Large,95.42,Low,Oracle,Shannonton,3,2,2025-06-07 15:41:26.000,0,0.02
820,Anthony,Mcclain,edward10@smith.com,Merchant navy officer,2025-03-19,89,Zamora-Pennington,Finance,1189,Large,9.56,Low,Oracle,Joshuatown,2,1,2025-05-11 21:54:36.000,0,0.01
978,Angela,King,barrettkevin@gmail.com,Structural engineer,2025-03-06,102,Reilly-Adams,Manufacturing,2163,Large,11.16,Low,Oracle,Salazarhaven,2,2,2025-05-18 21:17:26.000,0,0.03
56,Lance,Roberts,christine88@gmail.com,"Engineer, drilling",2025-06-04,12,Rogers-Wilkins,Healthcare,557,Large,67.79,Low,Oracle,New Danielfort,5,3,2025-03-21 18:06:43.000,1,0.98
125,Justin,Erickson,aliciawhite@yahoo.com,Operational investment banker,2025-02-09,127,"Gibson, Dudley and Page",Technology,2912,Large,2.56,Low,SAP,North Sandra,2,2,2025-03-19 21:51:05.000,0,0.03
426,Mary,Hamilton,wujasmine@hotmail.com,Field seismologist,2025-01-16,151,Adams-Suarez,Technology,392,Large,71.56,Low,SAP,Coxside,1,1,2025-05-28 08:25:54.000,0,0.06
625,Samantha,Livingston,oweaver@wilson.biz,Theatre manager,2025-04-04,73,Fry-Rodriguez,Healthcare,3219,Large,64.47,Low,HubSpot,Chavezfurt,5,3,2025-04-28 18:57:17.000,1,0.99
669,Jamie,Hughes,deborah51@gmail.com,Dancer,2025-01-06,161,"Mathis, Guerrero and Casey",Manufacturing,4381,Large,62.95,Low,HubSpot,South John,2,2,2025-02-23 20:23:37.000,0,0.02
801,Krista,Horn,haletravis@gmail.com,Plant breeder/geneticist,2025-02-13,123,Gardner-Mays,Retail,1026,Large,25.96,Low,Marketo,North Amandastad,3,2,2025-05-23 13:43:58.000,0,0.0
967,Natalie,Crosby,michael54@gmail.com,Public relations account executive,2025-01-02,165,Gardner-Mays,Retail,1026,Large,25.96,Low,Marketo,North Amandastad,1,1,2025-02-05 00:54:54.000,0,0.0
976,Ryan,Johnson,tbriggs@hotmail.com,Art therapist,2025-03-04,104,Potter Inc,Retail,3863,Large,61.14,Low,Salesforce,East Monicashire,3,2,2025-05-24 07:26:48.000,0,0.0
850,Brittany,Warren,zimmermankimberly@andrews.com,Graphic designer,2025-03-20,88,Johnson-King,Retail,4542,Large,2.82,Low,SAP,Port Hailey,4,2,2025-06-03 21:11:39.000,1,0.95
65,Micheal,Lester,matthewflores@ballard.com,Operational investment banker,2025-04-27,50,"Henry, Washington and Collins",Technology,4496,Large,74.35,Low,Salesforce,Christophermouth,2,1,2025-06-03 05:32:55.000,0,0.01
121,Vickie,Owen,meganbrock@ellis-west.com,Television production assistant,2025-03-21,87,Hill-Becker,Healthcare,1561,Large,28.17,Low,Salesforce,Meadowsberg,2,1,2025-06-01 14:42:39.000,0,0.03
283,Trevor,Johnson,grose@hotmail.com,Engineering geologist,2025-03-06,102,"Holmes, Porter and Vincent",Healthcare,4329,Large,96.66,Low,Salesforce,Hugheston,2,1,2025-03-29 22:59:33.000,0,0.0
402,Joshua,Wagner,christophersummers@rojas-lynn.com,Ceramics designer,2025-02-28,108,Gomez PLC,Finance,2906,Large,62.0,Low,Salesforce,Christophertown,2,2,2025-05-13 05:02:07.000,0,0.0
711,Mary,Warren,gayers@higgins-bell.com,Osteopath,2025-05-08,39,Johnson and Sons,Healthcare,3115,Large,25.15,Low,Salesforce,Heathermouth,1,1,2025-04-05 23:16:18.000,0,0.09
726,Mark,Cruz,tiffanygarcia@yahoo.com,Ship broker,2025-04-17,60,Reilly-Adams,Manufacturing,2163,Large,11.16,Low,Oracle,Salazarhaven,2,2,2025-03-29 19:43:58.000,0,0.0
813,Tina,Greene,josephbernard@lawrence.com,Technical sales engineer,2025-03-22,86,"Williams, Hicks and Williams",Technology,2290,Large,77.14,Low,Oracle,South Katherineborough,2,1,2025-05-26 00:54:13.000,0,0.01
814,Cassandra,Andrews,kmiller@solis.com,Community arts worker,2025-04-10,67,Saunders-Harrison,Healthcare,1048,Large,19.87,Low,SAP,Mcdowellside,1,1,2025-06-03 10:49:34.000,0,0.03
140,Christopher,Brown,prattgary@torres-campbell.info,Retail banker,2025-01-19,148,Sullivan Inc,Manufacturing,3979,Large,28.56,Low,Salesforce,Lake Pamelaside,1,1,2025-03-23 09:54:39.000,0,0.01
254,Elizabeth,Lewis,mikayla79@hotmail.com,Private music teacher,2025-02-28,108,"Scott, Smith and Chapman",Healthcare,2616,Large,64.37,Low,SAP,South Charles,2,2,2025-02-18 15:16:52.000,0,0.03
392,Wanda,Sweeney,pkent@alvarez-schneider.com,"Producer, television/film/video",2025-01-28,139,Graves-Murphy,Healthcare,1353,Large,2.05,Low,Salesforce,West Cristian,1,1,2025-05-07 20:59:19.000,0,0.03
411,Kimberly,Soto,robert90@yahoo.com,Speech and language therapist,2025-03-05,103,Blackwell Inc,Healthcare,3847,Large,12.8,Low,HubSpot,Jerryborough,1,1,2025-04-20 10:31:49.000,0,0.0
450,David,Gardner,arojas@yahoo.com,"Pharmacist, hospital",2025-01-22,145,Fry-Rodriguez,Healthcare,3219,Large,64.47,Low,HubSpot,Chavezfurt,1,1,2025-03-22 15:45:29.000,0,0.01
856,Andre,Clarke,oconnorjulie@stewart.biz,Publishing copy,2025-04-16,61,Olsen-Gonzales,Manufacturing,3179,Large,48.67,Low,SAP,East Janet,1,1,2025-02-09 22:09:28.000,0,0.03
11,Matthew,Hughes,sharon05@robinson.com,Insurance risk surveyor,2025-03-25,83,"Jacobs, Hammond and Browning",Technology,1335,Large,40.6,Low,Salesforce,Lake Williamstad,3,2,2025-04-26 14:48:34.000,0,0.0
60,Jessica,Adams,juan34@hotmail.com,Naval architect,2025-02-07,129,"Gordon, Shah and James",Healthcare,1614,Large,66.05,Low,Marketo,Angelabury,5,4,2025-05-10 17:51:50.000,1,0.99
212,Sean,Benjamin,cory85@jackson-mccoy.biz,Academic librarian,2025-03-30,78,Roman Group,Healthcare,165,Medium,39.99,Low,HubSpot,Myersburgh,4,2,2025-05-22 00:02:13.000,1,0.99
296,Nathan,Holmes,troy13@perez-guzman.com,Printmaker,2025-04-05,72,"Wilcox, Cox and Newton",Retail,4392,Large,95.42,Low,Oracle,Shannonton,4,3,2025-05-24 21:33:48.000,1,0.9
387,Jessica,Ray,andersonbrent@jones-fisher.net,Television camera operator,2025-04-26,51,"Chavez, Townsend and Miller",Manufacturing,4275,Large,34.74,Low,HubSpot,Port Alexandra,5,3,2025-05-10 00:10:41.000,1,0.93
511,Jessica,Pitts,lbarnes@gmail.com,Exercise physiologist,2025-06-07,9,Walters Group,Healthcare,1923,Large,65.61,Low,Marketo,South Jackview,3,3,2025-05-19 02:02:46.000,0,0.01
192,James,Mack,samanthacrawford@hotmail.com,Telecommunications researcher,2025-04-12,65,"Tucker, Rivas and Wilson",Retail,2978,Large,79.96,Low,SAP,East Davidhaven,2,2,2025-04-21 03:54:50.000,0,0.01
166,Vickie,Guerra,bli@hotmail.com,Field trials officer,2025-06-05,11,Gomez-York,Retail,2386,Large,82.97,Low,SAP,Paulchester,4,3,2025-06-06 15:14:50.000,1,0.99
185,Brian,Newman,patty06@yahoo.com,Data processing manager,2025-04-14,63,Baker-Henry,Retail,4065,Large,41.12,Low,HubSpot,West Carl,4,3,2025-04-25 05:21:43.000,1,1.0
252,Holly,Walker,simmonsralph@stewart.com,Occupational therapist,2025-02-13,123,Hill-Becker,Healthcare,1561,Large,28.17,Low,Salesforce,Meadowsberg,5,3,2025-04-17 22:29:18.000,1,0.99
363,Tanya,Pratt,kmedina@gmail.com,Volunteer coordinator,2025-05-01,46,"Wilson, Lopez and Doyle",Finance,1162,Large,47.33,Low,Salesforce,Hensleyburgh,5,3,2025-05-16 16:15:02.000,1,0.97
370,Ryan,Thompson,lcole@yahoo.com,"Engineer, communications",2025-01-11,156,"Davis, Hardin and Ferguson",Healthcare,4067,Large,90.63,Low,Marketo,New Christina,1,1,2025-02-16 19:38:33.000,0,0.01
448,Jamie,Carroll,cooktyler@mccall.info,"Development worker, community",2025-02-14,122,Martinez Group,Manufacturing,2347,Large,47.88,Low,Marketo,Martinezville,4,3,2025-06-02 07:52:52.000,1,0.98
499,Gerald,Mitchell,hbenjamin@luna.com,"Runner, broadcasting/film/video",2025-05-30,17,Zamora-Pennington,Finance,1189,Large,9.56,Low,Oracle,Joshuatown,2,2,2025-06-01 22:52:11.000,0,0.02
743,George,Olson,bmoore@callahan.biz,Television production assistant,2025-05-01,46,James-Flores,Technology,2499,Large,84.55,Low,HubSpot,Laurieville,4,2,2025-03-12 06:11:24.000,1,0.99
864,Brenda,Garcia,angel64@hotmail.com,Patent examiner,2025-03-14,94,"Snow, Mccullough and Sherman",Healthcare,1997,Large,31.91,Low,HubSpot,East Timothychester,5,3,2025-05-19 17:38:03.000,1,1.0
995,Nathan,Thomas,ayerskyle@yahoo.com,"Physicist, medical",2025-05-20,27,Hardin-Delgado,Finance,974,Large,69.83,Low,SAP,Lisaburgh,2,2,2025-04-11 08:21:45.000,0,0.01
245,Sara,Middleton,cunninghamerin@flowers.info,Lobbyist,2025-04-19,58,Gomez-York,Retail,2386,Large,82.97,Low,SAP,Paulchester,5,3,2025-05-26 09:52:06.000,1,0.99
155,Kimberly,Mason,kennedyamanda@douglas.com,Magazine journalist,2025-04-18,59,Sharp Ltd,Retail,798,Large,82.08,Low,SAP,Port Kristen,3,3,2025-06-02 14:13:58.000,0,0.06
210,Melissa,Reynolds,laurenanderson@yahoo.com,"Exhibitions officer, museum/gallery",2025-03-02,106,Grimes-Jensen,Finance,284,Large,79.67,Low,Oracle,Frazierfort,4,2,2025-05-11 14:02:27.000,1,0.98
330,Kenneth,Martinez,huanglynn@yahoo.com,Land,2025-04-28,49,Potter Inc,Retail,3863,Large,61.14,Low,Salesforce,East Monicashire,1,1,2025-05-25 04:56:24.000,0,0.0
486,Phillip,Walton,lisa08@gmail.com,Regulatory affairs officer,2025-05-18,29,Campbell Group,Healthcare,4915,Large,64.48,Low,HubSpot,East Crystal,3,2,2025-04-02 17:10:46.000,0,0.01
494,William,Rowland,christian63@hotmail.com,Herbalist,2025-03-06,102,"Gibson, Dudley and Page",Technology,2912,Large,2.56,Low,SAP,North Sandra,4,3,2025-05-09 17:22:53.000,1,0.97
424,William,Flores,jsullivan@brown-white.org,"Geologist, wellsite",2025-04-07,70,"Joyce, Macias and Smith",Healthcare,2502,Large,33.98,Low,SAP,South Davidfurt,1,1,2025-03-06 19:33:43.000,0,0.01
689,Jeffrey,Miller,smithtyler@patel.net,Museum/gallery curator,2025-01-19,148,Lynch Group,Healthcare,2840,Large,25.65,Low,HubSpot,North Stevenville,3,2,2025-05-15 07:45:01.000,0,0.0
763,Vanessa,Wong,sextonmorgan@yahoo.com,Commercial horticulturist,2025-04-22,55,Jones Ltd,Finance,2782,Large,20.79,Low,HubSpot,South Anthonyview,3,3,2025-04-28 01:46:16.000,0,0.0
883,Eric,Blake,nicolepena@simpson.com,Theatre director,2025-02-11,125,"Joyce, Macias and Smith",Healthcare,2502,Large,33.98,Low,SAP,South Davidfurt,2,2,2025-03-18 22:49:33.000,0,0.01
919,Deborah,Brooks,hoaaron@yahoo.com,Psychiatrist,2025-01-10,157,"Mccoy, Waller and Rodriguez",Technology,1425,Large,29.06,Low,HubSpot,Lake Amy,4,4,2025-06-03 18:53:59.000,1,0.98
927,Jo,Lang,smorgan@williams-schultz.com,Banker,2025-01-03,164,Kennedy-Dean,Technology,1554,Large,71.22,Low,Marketo,Pughtown,2,1,2025-05-24 05:49:42.000,0,0.02
990,Michele,Gomez,richardbaker@cabrera.com,Naval architect,2025-03-23,85,Barker-Vazquez,Finance,177,Medium,82.86,Low,HubSpot,New Amberberg,1,1,2025-04-19 07:13:52.000,0,0.03
2,Jeffery,Reeves,robert12@yahoo.com,"Engineer, chemical",2025-02-16,120,Foster-Martin,Finance,2786,Large,25.91,Low,Salesforce,South Brenda,2,1,2025-05-06 09:43:55.000,0,0.0
9,Martha,Nichols,christopher45@gmail.com,"Engineer, agricultural",2025-05-30,17,Lynch Inc,Retail,2086,Large,65.38,Low,SAP,West Matthewstad,1,1,2025-04-15 22:34:47.000,0,0.11
42,Yvette,Summers,pharrison@chandler.com,Commercial/residential surveyor,2025-05-18,29,Lynch Group,Healthcare,2840,Large,25.65,Low,HubSpot,North Stevenville,1,1,2025-05-18 20:37:46.000,0,0.01
21,Mercedes,Carroll,steve85@yahoo.com,Physiological scientist,2025-03-09,99,Wilson Inc,Manufacturing,1066,Large,81.28,Low,SAP,Suttonfort,3,2,2025-05-15 23:48:30.000,0,0.03
170,Janet,Reyes,carterautumn@lewis.com,Investment analyst,2025-04-20,57,Deleon Inc,Manufacturing,2645,Large,44.0,Low,SAP,West Jessicashire,3,2,2025-05-10 19:20:07.000,0,0.01
271,Michelle,Jackson,edward34@gmail.com,"Teacher, early years/pre",2025-05-19,28,Blackwell Inc,Healthcare,3847,Large,12.8,Low,HubSpot,Jerryborough,1,1,2025-01-31 20:47:14.000,0,0.0
348,Virginia,Martinez,sbrooks@hotmail.com,Financial planner,2025-02-10,126,Jacobson PLC,Retail,4824,Large,33.96,Low,Oracle,Mannport,2,2,2025-05-10 21:27:24.000,0,0.05
352,Jorge,Payne,brennanjocelyn@lopez-gardner.org,Land/geomatics surveyor,2025-06-03,13,Flores-Sanford,Healthcare,1498,Large,90.7,Low,Oracle,West Joe,3,3,2025-04-28 19:05:41.000,0,0.05
389,Christina,Stanley,reesedominic@yahoo.com,Trading standards officer,2025-01-04,163,Rogers-Wilkins,Healthcare,557,Large,67.79,Low,Oracle,New Danielfort,5,4,2025-05-27 20:28:54.000,1,0.99
409,Tara,Garcia,kvelazquez@gmail.com,Armed forces logistics/support/administrative officer,2025-01-31,136,"Hicks, Love and Liu",Technology,4861,Large,82.44,Low,HubSpot,Benjaminbury,5,2,2025-04-01 02:36:37.000,1,0.97
485,Barbara,Gibbs,nrichard@hotmail.com,Leisure centre manager,2025-03-17,91,"Scott, Smith and Chapman",Healthcare,2616,Large,64.37,Low,SAP,South Charles,2,2,2025-03-30 23:15:46.000,0,0.01
632,Daniel,Valdez,pachecobrittany@gmail.com,Computer games developer,2025-05-16,31,"Jacobs, Hammond and Browning",Technology,1335,Large,40.6,Low,Salesforce,Lake Williamstad,2,2,2025-05-20 12:49:58.000,0,0.03
779,Kevin,Kelley,zrose@murphy.com,Social researcher,2025-05-18,29,Sandoval Ltd,Technology,1193,Large,37.3,Low,Salesforce,Jacksonhaven,2,2,2025-06-06 14:27:17.000,0,0.01
866,Linda,Long,ortizchristopher@obrien-walsh.com,Accommodation manager,2025-05-26,21,Mills LLC,Manufacturing,3956,Large,61.48,Low,Salesforce,Port Maryport,5,3,2025-04-24 13:28:43.000,1,0.94
874,Elizabeth,Morris,thomaslester@martin-perez.net,"Scientist, research (life sciences)",2025-04-07,70,Horn Ltd,Retail,2837,Large,53.64,Low,HubSpot,Lake Erika,4,3,2025-05-22 11:43:10.000,1,0.99
932,Connie,Ryan,courtney20@hotmail.com,Production manager,2025-05-05,42,Heath PLC,Retail,1009,Large,54.93,Low,Marketo,Evansstad,4,3,2025-04-19 12:31:36.000,1,0.98
700,Robert,Cole,gibbsmolly@yahoo.com,Advertising copywriter,2025-01-20,147,Gonzales PLC,Healthcare,1033,Large,10.34,Low,SAP,Bakershire,2,1,2025-03-30 14:14:01.000,0,0.01
922,David,Rich,ygeorge@lopez-smith.net,Water quality scientist,2025-04-12,65,Martinez Group,Manufacturing,2347,Large,47.88,Low,Marketo,Martinezville,4,3,2025-03-16 01:24:41.000,1,0.98
69,Sarah,Miller,valerietaylor@hotmail.com,"Engineer, automotive",2025-05-15,32,Olsen-Gonzales,Manufacturing,3179,Large,48.67,Low,SAP,East Janet,4,2,2025-05-05 22:57:30.000,1,0.89
160,Ronald,Rogers,garciawyatt@hotmail.com,"Scientist, clinical (histocompatibility and immunogenetics)",2025-03-07,101,Reed LLC,Retail,1236,Large,33.92,Low,HubSpot,Codytown,3,2,2025-04-17 14:01:46.000,0,0.0
197,Bonnie,Schneider,cervanteslaura@gmail.com,Recruitment consultant,2025-04-23,54,"Mack, Ortiz and Jackson",Finance,3300,Large,45.9,Low,Salesforce,Boltonbury,2,2,2025-05-27 21:16:12.000,0,0.03
257,Austin,Ramos,dylanluna@coffey.com,Barista,2025-03-23,85,"Mathis, Guerrero and Casey",Manufacturing,4381,Large,62.95,Low,HubSpot,South John,2,2,2025-02-25 13:04:11.000,0,0.01
258,Amy,Matthews,tadams@gmail.com,Oceanographer,2025-01-19,148,"Ramsey, Lopez and Richardson",Finance,3519,Large,28.73,Low,SAP,Pricemouth,1,1,2025-05-22 02:24:15.000,0,0.1
262,Danielle,Alvarez,jeremypowers@yahoo.com,Quantity surveyor,2025-03-05,103,"Michael, Wilson and Chavez",Healthcare,4839,Large,35.0,Low,Salesforce,Taylorborough,2,2,2025-03-03 14:41:43.000,0,0.02
371,Jason,Wallace,morgan77@yahoo.com,"Education officer, museum",2025-04-09,68,Watkins-Johnson,Technology,289,Large,16.84,Low,Salesforce,New Tammy,1,1,2025-03-23 11:17:49.000,0,0.02
397,Eric,Nichols,pamelawells@johnson.info,Charity fundraiser,2025-03-23,85,Sharp Ltd,Retail,798,Large,82.08,Low,SAP,Port Kristen,4,3,2025-06-01 20:48:13.000,1,0.91
467,Andrea,Williams,sara42@bradford-ellis.biz,Diagnostic radiographer,2025-03-02,106,Osborne Ltd,Retail,1220,Large,64.66,Low,SAP,Diazberg,3,3,2025-06-07 19:18:52.000,0,0.02
602,Kevin,Johnson,samueldiaz@yahoo.com,Ambulance person,2025-03-12,96,Brown-Graham,Manufacturing,1622,Large,36.33,Low,SAP,Ayersport,1,1,2025-04-25 22:00:29.000,0,0.02
599,Sarah,Brown,vrush@walker-hernandez.org,Field trials officer,2025-04-11,66,Diaz-Reese,Healthcare,627,Large,18.93,Low,Oracle,Kellychester,4,3,2025-06-01 19:55:57.000,1,0.96
707,Natasha,Moreno,martinezdiana@johnson.com,Secondary school teacher,2025-03-05,103,Powers Inc,Technology,1821,Large,93.52,Low,Oracle,Garciahaven,5,3,2025-06-01 07:29:30.000,1,0.98
931,Perry,Olson,ethanmiller@sheppard.com,Photographer,2025-05-06,41,"Henry, Washington and Collins",Technology,4496,Large,74.35,Low,Salesforce,Christophermouth,5,3,2025-04-16 22:31:21.000,1,0.96
952,Paul,Williams,bonillawilliam@hotmail.com,Health visitor,2025-03-15,93,Zamora-Pennington,Finance,1189,Large,9.56,Low,Oracle,Joshuatown,2,1,2025-04-26 20:32:44.000,0,0.01
899,Allen,Williamson,anthonyjacobs@yahoo.com,Chief of Staff,2025-01-14,153,Roman Group,Healthcare,165,Medium,39.99,Low,HubSpot,Myersburgh,3,2,2025-05-02 06:37:30.000,0,0.01
108,Paul,James,jabbott@gmail.com,Travel agency manager,2025-03-11,97,Flores-Sanchez,Retail,4999,Large,70.43,Low,HubSpot,Camposfurt,2,2,2025-03-22 10:51:34.000,0,0.06
279,Mary,Olson,jamesrobert@hall.com,Chiropodist,2025-03-30,78,Osborne Ltd,Retail,1220,Large,64.66,Low,SAP,Diazberg,4,3,2025-04-10 02:35:13.000,1,0.97
323,Jordan,Guerra,heathnicole@gmail.com,"Pharmacist, hospital",2025-05-25,22,Martin and Sons,Retail,1351,Large,23.89,Low,Oracle,North Jesseberg,1,1,2025-04-18 19:10:32.000,0,0.01
457,Patrick,Malone,eddie52@williams.com,Academic librarian,2025-01-12,155,"Gibson, Dudley and Page",Technology,2912,Large,2.56,Low,SAP,North Sandra,5,3,2025-05-18 13:56:26.000,1,0.95
565,Erin,Ortiz,meredith89@yahoo.com,Clinical embryologist,2025-02-09,127,Shields-Martinez,Healthcare,1394,Large,69.29,Low,HubSpot,Moorechester,4,3,2025-04-21 22:41:52.000,1,0.98
631,Kayla,Hernandez,rholden@yahoo.com,Artist,2025-01-18,149,"Lopez, Barton and Taylor",Finance,611,Large,18.09,Low,Oracle,South Jason,4,3,2025-05-12 00:55:26.000,1,0.98
724,Matthew,Willis,smaldonado@rubio-patton.net,Tax adviser,2025-04-10,67,Torres Ltd,Manufacturing,4464,Large,47.4,Low,Salesforce,Fischermouth,2,2,2025-05-04 01:12:23.000,0,0.05
762,Amy,Thompson,bjohnson@yahoo.com,"Surveyor, building control",2025-02-01,135,Reed LLC,Retail,1236,Large,33.92,Low,HubSpot,Codytown,5,4,2025-05-31 22:41:28.000,1,0.98
986,Rose,Pennington,emilyjohnson@miller.com,Microbiologist,2025-02-20,116,"Robinson, Nielsen and Horne",Finance,1735,Large,91.39,Low,SAP,Smithside,3,2,2025-05-29 20:16:19.000,0,0.08
855,Jacob,Buchanan,barronjoseph@gmail.com,Commissioning editor,2025-01-10,157,Flores-Sanford,Healthcare,1498,Large,90.7,Low,Oracle,West Joe,2,1,2025-03-14 11:51:50.000,0,0.01
895,Victoria,Dawson,kristingonzalez@hotmail.com,Volunteer coordinator,2025-02-03,133,"Martin, Ochoa and Murphy",Finance,3412,Large,90.81,Low,Salesforce,West Toddstad,3,2,2025-04-14 02:07:59.000,0,0.01
19,Sara,Palmer,barberclinton@russell-johnson.com,Air cabin crew,2025-03-22,86,"Gordon, Shah and James",Healthcare,1614,Large,66.05,Low,Marketo,Angelabury,3,1,2025-06-02 06:55:26.000,0,0.0
265,Tiffany,Moore,ncain@yahoo.com,English as a second language teacher,2025-01-16,151,"Robinson, Nielsen and Horne",Finance,1735,Large,91.39,Low,SAP,Smithside,2,1,2025-03-09 07:06:50.000,0,0.08
307,Tasha,Murphy,emilyowens@liu.com,Legal secretary,2025-03-15,93,Hale Ltd,Manufacturing,2176,Large,25.78,Low,Salesforce,Brownside,1,1,2025-03-14 11:18:13.000,0,0.02
315,Jason,Figueroa,gina66@allen-orozco.com,Psychiatrist,2025-01-05,162,"Jacobs, Hammond and Browning",Technology,1335,Large,40.6,Low,Salesforce,Lake Williamstad,4,2,2025-06-05 20:56:53.000,1,0.98
405,Martin,Lopez,timothysmith@watkins-mcpherson.info,Telecommunications researcher,2025-02-05,131,"Lopez, Barton and Taylor",Finance,611,Large,18.09,Low,Oracle,South Jason,3,2,2025-05-12 15:24:16.000,0,0.0
608,Angela,Mcneil,vtapia@craig.org,"Surveyor, quantity",2025-02-26,110,Gilbert-Valdez,Technology,899,Large,99.53,Low,Oracle,Marshallfort,1,1,2025-05-12 12:51:54.000,0,0.0
616,Rhonda,Kerr,eric01@massey-ramos.com,"Psychologist, educational",2025-02-27,109,Collins-Hall,Manufacturing,4080,Large,63.76,Low,Marketo,Brownland,3,2,2025-04-14 04:06:02.000,0,0.0
649,Jonathan,Carroll,davidbennett@porter.org,Technical brewer,2025-03-25,83,Horn Ltd,Retail,2837,Large,53.64,Low,HubSpot,Lake Erika,3,2,2025-05-18 04:31:33.000,0,0.02
691,Matthew,Sharp,angela19@perez.com,"Surveyor, insurance",2025-05-11,36,Stewart Inc,Retail,3370,Large,39.61,Low,Marketo,Gomezborough,5,4,2025-04-15 15:03:26.000,1,0.98
741,Wendy,Johnson,ybaker@yahoo.com,"Engineer, materials",2025-02-11,125,"Holmes, Porter and Vincent",Healthcare,4329,Large,96.66,Low,Salesforce,Hugheston,1,1,2025-04-15 07:28:39.000,0,0.0
861,Stephanie,Hall,johnsonlisa@wilson-hall.com,Amenity horticulturist,2025-04-07,70,Horn Ltd,Retail,2837,Large,53.64,Low,HubSpot,Lake Erika,1,1,2025-01-23 09:48:40.000,0,0.01
979,Travis,Cole,allenflores@hotmail.com,Location manager,2025-04-17,60,"Henry, Washington and Collins",Technology,4496,Large,74.35,Low,Salesforce,Christophermouth,4,3,2025-05-17 19:41:31.000,1,0.91
103,Cheryl,Cruz,monica34@english-snyder.com,Civil Service administrator,2025-05-28,19,Johnson Ltd,Finance,2528,Large,65.09,Low,Marketo,East Williamborough,1,1,2025-05-25 02:23:19.000,0,0.02
135,Juan,Little,clarktabitha@yahoo.com,Estate agent,2025-03-05,103,"Edwards, Schmidt and Newton",Manufacturing,2263,Large,36.87,Low,HubSpot,Jasonville,1,1,2025-02-06 01:13:26.000,0,0.01
148,Phillip,Perez,joseph42@young-taylor.com,Multimedia specialist,2025-03-03,105,Beasley LLC,Technology,772,Large,25.34,Low,SAP,East Megan,3,2,2025-04-12 03:42:17.000,0,0.04
255,Brenda,Chandler,burkelevi@gmail.com,Volunteer coordinator,2025-03-25,83,Powers LLC,Healthcare,309,Large,16.51,Low,Oracle,Johnport,2,2,2025-04-25 09:06:44.000,0,0.0
624,Travis,Zimmerman,michaelali@lawson-sparks.info,Television/film/video producer,2025-02-17,119,"Carpenter, Tate and Glenn",Technology,2302,Large,27.61,Low,Oracle,East Lauren,2,2,2025-03-08 16:53:17.000,0,0.0
642,Danielle,Hahn,alexanderwolf@mccarthy-sanchez.com,Visual merchandiser,2025-02-27,109,Leon Inc,Technology,3090,Large,84.23,Low,HubSpot,Nicoleville,3,2,2025-05-31 07:29:45.000,0,0.05
722,Michael,Romero,perezmark@velasquez-pacheco.com,Arboriculturist,2025-05-19,28,Johnson and Sons,Healthcare,3115,Large,25.15,Low,Salesforce,Heathermouth,2,2,2025-03-30 10:09:42.000,0,0.05
772,Scott,Wright,robertswendy@caldwell.com,Herbalist,2025-03-13,95,"Joyce, Macias and Smith",Healthcare,2502,Large,33.98,Low,SAP,South Davidfurt,1,1,2025-01-25 17:12:20.000,0,0.02
825,Justin,Taylor,ssawyer@wong.com,Warehouse manager,2025-01-14,153,"Mack, Ortiz and Jackson",Finance,3300,Large,45.9,Low,Salesforce,Boltonbury,4,3,2025-05-22 19:33:38.000,1,0.98
459,Cindy,Jones,jasmine64@campbell-guzman.com,Public librarian,2025-04-14,63,"Smith, Rios and Silva",Healthcare,565,Large,29.0,Low,Marketo,Kellyside,5,2,2025-05-22 18:00:31.000,1,0.99
40,Eric,Dunn,michael29@leonard.biz,"Horticulturist, amenity",2025-03-30,78,Cooley Group,Manufacturing,1659,Large,2.29,Low,SAP,Nicholasville,3,1,2025-05-09 14:13:00.000,0,0.02
281,Bruce,Bailey,zhowell@hotmail.com,Water quality scientist,2025-03-16,92,"Gilmore, Bowman and Rose",Healthcare,2217,Large,8.88,Low,Marketo,Robertshire,2,1,2025-05-17 00:54:40.000,0,0.04
502,Jeffrey,Hansen,annabowers@weber.net,Financial manager,2025-04-12,65,Beasley LLC,Technology,772,Large,25.34,Low,SAP,East Megan,3,2,2025-06-06 11:48:10.000,0,0.04
510,Richard,Mcbride,dcrawford@gmail.com,Higher education lecturer,2025-02-04,132,Sandoval Ltd,Technology,1193,Large,37.3,Low,Salesforce,Jacksonhaven,1,1,2025-01-20 19:27:58.000,0,0.03
579,Austin,Dean,williamsashley@hotmail.com,Insurance underwriter,2025-02-20,116,Henry-Gonzales,Technology,1838,Large,59.45,Low,SAP,Port Patricia,2,2,2025-06-02 04:34:46.000,0,0.02
592,Eric,Harris,vvaughan@hotmail.com,Adult nurse,2025-05-28,19,"Taylor, Pham and Hancock",Technology,385,Large,5.22,Low,HubSpot,East Teresaport,1,1,2025-06-01 17:11:25.000,0,0.0
651,Jasmine,Fisher,jessicaholt@hotmail.com,Teaching laboratory technician,2025-05-27,20,Stone LLC,Retail,2295,Large,86.39,Low,HubSpot,Adamsfurt,1,1,2025-04-25 18:01:31.000,0,0.07
